p0,T,Iter,Tau,MDD
4,240,13,0.2,-3161.064056473495
4,240,13,0.4,-3186.4227708219396
4,240,13,0.6,-3223.3173642239226
4,240,13,0.8,-3258.6153003686113
4,240,14,0.2,-3224.936939367378
4,240,14,0.4,-3244.4053880244346
4,240,14,0.6,-3277.2374121799558
4,240,14,0.8,-3310.176345707816
4,240,15,0.2,-3185.9468528484886
4,240,15,0.4,-3213.867816085728
4,240,15,0.6,-3250.350768481184
4,240,15,0.8,-3284.372109379229
4,240,16,0.2,-3189.674639169728
4,240,16,0.4,-3213.6097896755973
4,240,16,0.6,-3249.1806160074984
4,240,16,0.8,-3283.419146764926
4,240,17,0.2,-3196.892913068875
4,240,17,0.4,-3216.0975705180945
4,240,17,0.6,-3246.4428699425207
4,240,17,0.8,-3276.2810449998697
4,240,18,0.2,-3167.952572682657
4,240,18,0.4,-3194.7229610243903
4,240,18,0.6,-3229.3111309966052
4,240,18,0.8,-3262.1038897807584
4,240,19,0.2,-3213.6499942811524
4,240,19,0.4,-3237.3069079890374
4,240,19,0.6,-3274.075060584191
4,240,19,0.8,-3309.653774370663
4,240,20,0.2,-3206.8023477484485
4,240,20,0.4,-3234.0544057161214
4,240,20,0.6,-3270.13056691407
4,240,20,0.8,-3304.432751087891
4,240,21,0.2,-3191.6286785207017
4,240,21,0.4,-3215.0465561478677
4,240,21,0.6,-3249.2746228249152
4,240,21,0.8,-3282.3134116470346
4,240,22,0.2,-3162.408985145138
4,240,22,0.4,-3192.7841180909063
4,240,22,0.6,-3230.4026520045218
4,240,22,0.8,-3265.47403328169
4,240,23,0.2,-3177.2447404204536
4,240,23,0.4,-3201.258533430807
4,240,23,0.6,-3234.4989054053485
4,240,23,0.8,-3266.294325309348
4,240,24,0.2,-3155.0963392193125
4,240,24,0.4,-3182.343821499827
4,240,24,0.6,-3217.301364609417
4,240,24,0.8,-3250.5322001246395
4,240,25,0.2,-3200.5723548186843
4,240,25,0.4,-3224.214963546431
4,240,25,0.6,-3258.030226247828
4,240,25,0.8,-3290.174737252244
4,240,26,0.2,-3142.456592963015
4,240,26,0.4,-3169.036916235381
4,240,26,0.6,-3205.383468182147
4,240,26,0.8,-3239.9795927746463
4,240,27,0.2,-3154.4007461502033
4,240,27,0.4,-3183.794012907042
4,240,27,0.6,-3220.5685741953857
4,240,27,0.8,-3254.838152409725
4,240,28,0.2,-3172.692802767731
4,240,28,0.4,-3198.8457947002466
4,240,28,0.6,-3235.2513011439723
4,240,28,0.8,-3270.280355019905
4,240,29,0.2,-3187.359614139831
4,240,29,0.4,-3210.9077935993346
4,240,29,0.6,-3245.6117533472725
4,240,29,0.8,-3278.9827954920984
4,240,30,0.2,-3185.8156041695856
4,240,30,0.4,-3212.094419261258
4,240,30,0.6,-3247.502030375508
4,240,30,0.8,-3280.917938525704
4,240,31,0.2,-3174.755842600108
4,240,31,0.4,-3200.5925485804173
4,240,31,0.6,-3235.4594262353626
4,240,31,0.8,-3268.6137786656363
4,240,32,0.2,-3150.3336719882927
4,240,32,0.4,-3174.849994404799
4,240,32,0.6,-3210.3701886106364
4,240,32,0.8,-3243.876572897306
4,240,33,0.2,-3201.322668689382
4,240,33,0.4,-3221.6144098134337
4,240,33,0.6,-3254.130668334129
4,240,33,0.8,-3286.0817740599978
4,240,34,0.2,-3152.9210589901236
4,240,34,0.4,-3171.3967232948808
4,240,34,0.6,-3203.7677354643683
4,240,34,0.8,-3235.972488512338
4,240,35,0.2,-3195.7321785230442
4,240,35,0.4,-3223.156358252264
4,240,35,0.6,-3259.8051616069133
4,240,35,0.8,-3294.392472033459
4,240,36,0.2,-3178.5929653204084
4,240,36,0.4,-3201.6971375655294
4,240,36,0.6,-3235.5019648971547
4,240,36,0.8,-3268.2770654644655
4,240,37,0.2,-3172.231253245757
4,240,37,0.4,-3197.9575993179606
4,240,37,0.6,-3232.050155379342
4,240,37,0.8,-3264.3007868648847
4,240,38,0.2,-3181.3307540180767
4,240,38,0.4,-3209.852409728507
4,240,38,0.6,-3248.041003757776
4,240,38,0.8,-3283.806862348255
4,240,39,0.2,-3170.03331021382
4,240,39,0.4,-3201.709355610891
4,240,39,0.6,-3240.108703825268
4,240,39,0.8,-3275.7123125034664
4,240,40,0.2,-3140.4519228443287
4,240,40,0.4,-3159.1877055500236
4,240,40,0.6,-3190.029981377934
4,240,40,0.8,-3220.3629518006683
4,240,41,0.2,-3185.4987957163776
4,240,41,0.4,-3208.72974401246
4,240,41,0.6,-3244.028492936881
4,240,41,0.8,-3277.77934988375
4,240,42,0.2,-3158.4845393135793
4,240,42,0.4,-3188.970012237892
4,240,42,0.6,-3227.055588172053
4,240,42,0.8,-3262.5304662300164
4,240,43,0.2,-3206.7653495390414
4,240,43,0.4,-3228.2414564300534
4,240,43,0.6,-3260.794828811403
4,240,43,0.8,-3292.803912919122
4,240,44,0.2,-3188.960965954556
4,240,44,0.4,-3212.2822424522506
4,240,44,0.6,-3247.8037668554553
4,240,44,0.8,-3282.2489197082878
4,240,45,0.2,-3198.7900292325476
4,240,45,0.4,-3223.790463938472
4,240,45,0.6,-3259.361720532729
4,240,45,0.8,-3293.2219643500603
4,240,46,0.2,-3167.671878411312
4,240,46,0.4,-3196.4843678625994
4,240,46,0.6,-3233.95003404393
4,240,46,0.8,-3269.2659876856287
4,240,47,0.2,-3198.514837184608
4,240,47,0.4,-3229.0376809967893
4,240,47,0.6,-3266.5710853641403
4,240,47,0.8,-3301.2084525246873
4,240,48,0.2,-3177.2074001721608
4,240,48,0.4,-3204.7096207552904
4,240,48,0.6,-3240.900275496978
4,240,48,0.8,-3274.530538032628
4,240,49,0.2,-3138.8082647098154
4,240,49,0.4,-3166.8045632557487
4,240,49,0.6,-3203.9196940074225
4,240,49,0.8,-3238.7120800986095
4,240,50,0.2,-3207.826168776958
4,240,50,0.4,-3226.167375761709
4,240,50,0.6,-3258.28615325918
4,240,50,0.8,-3290.2821423922182
4,240,51,0.2,-3160.9878264056815
4,240,51,0.4,-3190.2002716197385
4,240,51,0.6,-3227.2086924500973
4,240,51,0.8,-3261.779327881107
4,240,52,0.2,-3171.5127786404846
4,240,52,0.4,-3199.541928675423
4,240,52,0.6,-3235.8536050099474
4,240,52,0.8,-3270.000549888996
4,240,53,0.2,-3227.174812628459
4,240,53,0.4,-3249.2164686939223
4,240,53,0.6,-3283.348075830085
4,240,53,0.8,-3316.5240733404835
4,240,54,0.2,-3158.6111970674383
4,240,54,0.4,-3185.0794326481837
4,240,54,0.6,-3222.876299358023
4,240,54,0.8,-3258.5341948030855
4,240,55,0.2,-3171.663611841318
4,240,55,0.4,-3197.535455857983
4,240,55,0.6,-3233.7138571678543
4,240,55,0.8,-3268.3611612177183
4,240,56,0.2,-3187.6786169532975
4,240,56,0.4,-3209.2629997808936
4,240,56,0.6,-3243.365070629373
4,240,56,0.8,-3276.6755025914963
4,240,57,0.2,-3173.4113870350666
4,240,57,0.4,-3199.1811113833915
4,240,57,0.6,-3235.593338446116
4,240,57,0.8,-3270.6671279091734
4,240,58,0.2,-3233.5388524664604
4,240,58,0.4,-3255.927606852364
4,240,58,0.6,-3289.459120096687
4,240,58,0.8,-3322.0813414026607
4,240,59,0.2,-3154.099724865931
4,240,59,0.4,-3174.7461463143363
4,240,59,0.6,-3207.519758286425
4,240,59,0.8,-3240.0111884024336
4,240,60,0.2,-3160.9571819342245
4,240,60,0.4,-3186.6875118474236
4,240,60,0.6,-3222.7301129090174
4,240,60,0.8,-3256.857171625622
4,240,61,0.2,-3136.13200271397
4,240,61,0.4,-3164.0951584939694
4,240,61,0.6,-3201.2431454191246
4,240,61,0.8,-3236.286325029253
4,240,62,0.2,-3194.17969551102
4,240,62,0.4,-3217.6781721779125
4,240,62,0.6,-3252.318675351487
4,240,62,0.8,-3285.43095745733
4,240,63,0.2,-3157.9641106145996
4,240,63,0.4,-3185.5661021600636
4,240,63,0.6,-3221.562373193684
4,240,63,0.8,-3255.403271432055
4,240,64,0.2,-3164.0899241442066
4,240,64,0.4,-3190.0419321740983
4,240,64,0.6,-3226.9371902544
4,240,64,0.8,-3262.138059790066
4,240,65,0.2,-3194.2169559243002
4,240,65,0.4,-3219.2273744976656
4,240,65,0.6,-3254.1139451922127
4,240,65,0.8,-3287.604562422724
4,240,66,0.2,-3142.932279276104
4,240,66,0.4,-3161.1194138261963
4,240,66,0.6,-3192.880989655151
4,240,66,0.8,-3224.3280567910924
4,240,67,0.2,-3178.4042690245133
4,240,67,0.4,-3203.549149191548
4,240,67,0.6,-3238.920227296906
4,240,67,0.8,-3272.5265249063223
4,240,68,0.2,-3231.2676494279813
4,240,68,0.4,-3253.0042421682874
4,240,68,0.6,-3285.1278586896333
4,240,68,0.8,-3316.6231805056623
4,240,69,0.2,-3131.94193558162
4,240,69,0.4,-3158.914187239222
4,240,69,0.6,-3194.701645134898
4,240,69,0.8,-3228.4063584079786
4,240,70,0.2,-3168.290808498594
4,240,70,0.4,-3191.3422349109705
4,240,70,0.6,-3223.0884129613887
4,240,70,0.8,-3253.659025557994
4,240,71,0.2,-3185.8294627389387
4,240,71,0.4,-3207.5986765483203
4,240,71,0.6,-3240.9694092399577
4,240,71,0.8,-3273.7400628617806
4,240,72,0.2,-3163.099403183721
4,240,72,0.4,-3188.0461557672834
4,240,72,0.6,-3223.4727818078964
4,240,72,0.8,-3257.315587279406
4,240,73,0.2,-3185.322874017742
4,240,73,0.4,-3214.3191630158453
4,240,73,0.6,-3250.8733315581726
4,240,73,0.8,-3284.870154541911
4,240,74,0.2,-3192.870630839311
4,240,74,0.4,-3222.6414696919232
4,240,74,0.6,-3259.1874473804864
4,240,74,0.8,-3293.54922381142
4,240,75,0.2,-3197.9317872876363
4,240,75,0.4,-3219.7647238562313
4,240,75,0.6,-3254.8916828265747
4,240,75,0.8,-3289.206625949112
4,240,76,0.2,-3175.9641603297414
4,240,76,0.4,-3198.0059982145476
4,240,76,0.6,-3230.5219890773224
4,240,76,0.8,-3261.7968984720187
4,240,77,0.2,-3208.3282430429217
4,240,77,0.4,-3232.484493299339
4,240,77,0.6,-3267.617302733362
4,240,77,0.8,-3301.3462768765066
4,240,78,0.2,-3172.3467787054706
4,240,78,0.4,-3195.2400364259747
4,240,78,0.6,-3228.732184931542
4,240,78,0.8,-3260.8934820792683
4,240,79,0.2,-3189.5751686075455
4,240,79,0.4,-3210.0301637818666
4,240,79,0.6,-3242.841192421248
4,240,79,0.8,-3275.008285128423
4,240,80,0.2,-3221.158978641777
4,240,80,0.4,-3248.98270410663
4,240,80,0.6,-3285.5634420163633
4,240,80,0.8,-3320.114609769049
4,240,81,0.2,-3195.445939165181
4,240,81,0.4,-3216.379410739032
4,240,81,0.6,-3250.4638127719345
4,240,81,0.8,-3284.1918178423466
4,240,82,0.2,-3173.5711605738225
4,240,82,0.4,-3197.996544368947
4,240,82,0.6,-3234.1070160178488
4,240,82,0.8,-3268.698930198697
4,240,83,0.2,-3174.3379550443433
4,240,83,0.4,-3197.8256193218526
4,240,83,0.6,-3232.6649174487593
4,240,83,0.8,-3266.068681114325
4,240,84,0.2,-3153.989279335427
4,240,84,0.4,-3178.321433324666
4,240,84,0.6,-3213.447540811915
4,240,84,0.8,-3247.392348422015
4,240,85,0.2,-3174.8687053843005
4,240,85,0.4,-3197.234043768161
4,240,85,0.6,-3231.327369587568
4,240,85,0.8,-3264.0709821306846
4,240,86,0.2,-3173.281740246841
4,240,86,0.4,-3197.0357202364794
4,240,86,0.6,-3232.6028780260867
4,240,86,0.8,-3267.2487880187027
4,240,87,0.2,-3161.5371208547213
4,240,87,0.4,-3187.0277416062304
4,240,87,0.6,-3222.8550933966826
4,240,87,0.8,-3257.0671069804457
4,240,88,0.2,-3181.1691797252442
4,240,88,0.4,-3208.531527373002
4,240,88,0.6,-3244.3793239954093
4,240,88,0.8,-3278.1595295573034
4,240,89,0.2,-3178.223047085551
4,240,89,0.4,-3206.2334331462635
4,240,89,0.6,-3242.9788640385173
4,240,89,0.8,-3277.404146030186
4,240,90,0.2,-3170.4775772306275
4,240,90,0.4,-3192.980576107512
4,240,90,0.6,-3227.4920711623627
4,240,90,0.8,-3260.8913375160346
4,240,91,0.2,-3190.5620063586243
4,240,91,0.4,-3218.5570416506325
4,240,91,0.6,-3255.6806804480575
4,240,91,0.8,-3290.677839993112
4,240,92,0.2,-3167.944725032553
4,240,92,0.4,-3191.995895104227
4,240,92,0.6,-3227.266433537191
4,240,92,0.8,-3261.1191573666856
4,240,93,0.2,-3189.7606883104227
4,240,93,0.4,-3218.3113765333483
4,240,93,0.6,-3255.08566199309
4,240,93,0.8,-3289.720276066619
4,240,94,0.2,-3160.731353487882
4,240,94,0.4,-3183.70119793822
4,240,94,0.6,-3217.537290418867
4,240,94,0.8,-3250.268521220166
4,240,95,0.2,-3167.4904338662664
4,240,95,0.4,-3194.6963046961
4,240,95,0.6,-3230.683355774866
4,240,95,0.8,-3264.9728742907446
4,240,96,0.2,-3205.21494612655
4,240,96,0.4,-3226.957490555268
4,240,96,0.6,-3261.1306287828056
4,240,96,0.8,-3294.5345862522236
4,240,97,0.2,-3207.776354388766
4,240,97,0.4,-3230.1342869964565
4,240,97,0.6,-3263.2782073941426
4,240,97,0.8,-3295.6262337299586
4,240,98,0.2,-3186.1136403330747
4,240,98,0.4,-3206.57678152438
4,240,98,0.6,-3240.539324196005
4,240,98,0.8,-3273.8064245254895
4,240,99,0.2,-3204.967940701147
4,240,99,0.4,-3229.3371726251044
4,240,99,0.6,-3264.7877624564744
4,240,99,0.8,-3298.867715199506
4,240,100,0.2,-3204.3613666524207
4,240,100,0.4,-3230.569151381152
4,240,100,0.6,-3266.5996073371234
4,240,100,0.8,-3301.0576785984185
4,240,101,0.2,-3142.441106131443
4,240,101,0.4,-3167.9173062080154
4,240,101,0.6,-3203.5400790577396
4,240,101,0.8,-3237.3947307371773
4,240,102,0.2,-3162.5757629453574
4,240,102,0.4,-3191.6193068079383
4,240,102,0.6,-3228.1931684109413
4,240,102,0.8,-3261.9500484312603
4,240,103,0.2,-3206.8736990353964
4,240,103,0.4,-3233.3232482252524
4,240,103,0.6,-3269.3119201781146
4,240,103,0.8,-3303.413696896495
4,240,104,0.2,-3186.862136398676
4,240,104,0.4,-3206.7319932620276
4,240,104,0.6,-3238.578318605096
4,240,104,0.8,-3269.8541680719636
4,240,105,0.2,-3184.540983532401
4,240,105,0.4,-3208.0847461957237
4,240,105,0.6,-3243.1454959211023
4,240,105,0.8,-3276.9192592424265
4,240,106,0.2,-3183.0779525802654
4,240,106,0.4,-3205.6082529897894
4,240,106,0.6,-3240.6699982327
4,240,106,0.8,-3274.4715264554115
4,240,107,0.2,-3204.221919616668
4,240,107,0.4,-3230.5406522791736
4,240,107,0.6,-3267.1049351815955
4,240,107,0.8,-3301.9287444901547
4,240,108,0.2,-3169.676191134604
4,240,108,0.4,-3194.8904199644003
4,240,108,0.6,-3228.7448288412897
4,240,108,0.8,-3261.189848251134
4,240,109,0.2,-3182.3561467503064
4,240,109,0.4,-3206.4994952842053
4,240,109,0.6,-3241.681085321478
4,240,109,0.8,-3275.8945846360884
4,240,110,0.2,-3216.981287479109
4,240,110,0.4,-3240.879187870735
4,240,110,0.6,-3275.737844565333
4,240,110,0.8,-3309.5373310571276
4,240,111,0.2,-3207.6890990907573
4,240,111,0.4,-3234.984230700972
4,240,111,0.6,-3272.0223921246347
4,240,111,0.8,-3307.366351308886
4,240,112,0.2,-3163.972777273705
4,240,112,0.4,-3190.8481401423314
4,240,112,0.6,-3227.6738993758145
4,240,112,0.8,-3262.314429521287
4,240,113,0.2,-3202.3185591235797
4,240,113,0.4,-3230.2581969501334
4,240,113,0.6,-3267.580364229131
4,240,113,0.8,-3302.4989833128793
4,240,114,0.2,-3199.070341257154
4,240,114,0.4,-3227.0702696316484
4,240,114,0.6,-3264.786542019091
4,240,114,0.8,-3300.3309345757816
4,240,115,0.2,-3180.3363074455992
4,240,115,0.4,-3203.898754781048
4,240,115,0.6,-3237.272956789725
4,240,115,0.8,-3269.3353567914464
4,240,116,0.2,-3136.1998008385517
4,240,116,0.4,-3161.51992308617
4,240,116,0.6,-3197.3038175556785
4,240,116,0.8,-3231.076590474834
4,240,117,0.2,-3204.195556040995
4,240,117,0.4,-3231.8501094132835
4,240,117,0.6,-3268.7980408449157
4,240,117,0.8,-3303.757883020664
4,240,118,0.2,-3152.7807944129163
4,240,118,0.4,-3174.9648086682
4,240,118,0.6,-3208.5379959797233
4,240,118,0.8,-3240.7888738137253
4,240,119,0.2,-3157.1708827042194
4,240,119,0.4,-3183.816106132296
4,240,119,0.6,-3217.941824592953
4,240,119,0.8,-3250.377795759039
4,240,120,0.2,-3151.3292873552027
4,240,120,0.4,-3180.004250601977
4,240,120,0.6,-3218.6967577911173
4,240,120,0.8,-3254.746554008215
4,240,121,0.2,-3170.342652795702
4,240,121,0.4,-3196.1092503996615
4,240,121,0.6,-3232.8432367328596
4,240,121,0.8,-3267.704494731459
4,240,122,0.2,-3187.3624436831874
4,240,122,0.4,-3209.730071647663
4,240,122,0.6,-3244.5753316408636
4,240,122,0.8,-3278.3272681955423
4,240,123,0.2,-3181.1433253766636
4,240,123,0.4,-3201.128611064939
4,240,123,0.6,-3233.529791465959
4,240,123,0.8,-3265.469471349742
4,240,124,0.2,-3178.0417815443043
4,240,124,0.4,-3204.396554129344
4,240,124,0.6,-3241.0516653303966
4,240,124,0.8,-3275.72664705474
4,240,125,0.2,-3169.154904568083
4,240,125,0.4,-3197.806339514567
4,240,125,0.6,-3234.661256882904
4,240,125,0.8,-3269.02930410341
4,240,126,0.2,-3164.54068790341
4,240,126,0.4,-3195.714871223349
4,240,126,0.6,-3235.374094237556
4,240,126,0.8,-3271.9369412179485
4,240,127,0.2,-3155.7468896606033
4,240,127,0.4,-3178.525456551556
4,240,127,0.6,-3213.476099667175
4,240,127,0.8,-3247.731796322926
4,240,128,0.2,-3124.12107430535
4,240,128,0.4,-3148.210340179766
4,240,128,0.6,-3182.847320388961
4,240,128,0.8,-3216.0890642291606
4,240,129,0.2,-3213.7028276683413
4,240,129,0.4,-3244.8398882623214
4,240,129,0.6,-3281.4795917599977
4,240,129,0.8,-3315.3305024948363
4,240,130,0.2,-3187.348826583173
4,240,130,0.4,-3218.970216996624
4,240,130,0.6,-3257.8035925471695
4,240,130,0.8,-3293.8307258204395
4,240,131,0.2,-3162.669311285029
4,240,131,0.4,-3192.2636470975176
4,240,131,0.6,-3231.1464273229326
4,240,131,0.8,-3267.4010371942677
4,240,132,0.2,-3167.218905165976
4,240,132,0.4,-3192.2804021599204
4,240,132,0.6,-3228.9368596357826
4,240,132,0.8,-3264.147202950452
4,240,133,0.2,-3200.8689054842002
4,240,133,0.4,-3222.3818601258945
4,240,133,0.6,-3256.131189207149
4,240,133,0.8,-3289.172932888626
4,240,134,0.2,-3179.430106860963
4,240,134,0.4,-3206.513409834321
4,240,134,0.6,-3243.1254042989603
4,240,134,0.8,-3277.7528480154133
4,240,135,0.2,-3203.2030583507994
4,240,135,0.4,-3225.5450155303743
4,240,135,0.6,-3258.478587359393
4,240,135,0.8,-3289.7629672096364
4,240,136,0.2,-3178.2849894472865
4,240,136,0.4,-3197.3481591390255
4,240,136,0.6,-3230.1707971019923
4,240,136,0.8,-3262.6817081065683
4,240,137,0.2,-3148.265677741476
4,240,137,0.4,-3175.1226361185827
4,240,137,0.6,-3211.0156647696995
4,240,137,0.8,-3245.5778769888752
4,240,138,0.2,-3196.558828364845
4,240,138,0.4,-3223.9271471518505
4,240,138,0.6,-3260.9578664128085
4,240,138,0.8,-3295.9903702362344
4,240,139,0.2,-3160.723454678997
4,240,139,0.4,-3185.4791878704646
4,240,139,0.6,-3221.077093048041
4,240,139,0.8,-3255.2540092309137
4,240,140,0.2,-3203.344552588661
4,240,140,0.4,-3224.7605929463343
4,240,140,0.6,-3257.371699470158
4,240,140,0.8,-3289.43981211232
4,240,141,0.2,-3179.2003751957427
4,240,141,0.4,-3206.8376445797808
4,240,141,0.6,-3243.463888175339
4,240,141,0.8,-3277.9682085038585
4,240,142,0.2,-3127.645962080197
4,240,142,0.4,-3162.357362531439
4,240,142,0.6,-3202.971047138536
4,240,142,0.8,-3239.921208083595
4,240,143,0.2,-3113.805964954455
4,240,143,0.4,-3145.423399002293
4,240,143,0.6,-3183.4000339143577
4,240,143,0.8,-3218.4973465439853
4,240,144,0.2,-3218.572508382681
4,240,144,0.4,-3239.574561151224
4,240,144,0.6,-3272.4869250949905
4,240,144,0.8,-3304.844146631169
4,240,145,0.2,-3170.270725085874
4,240,145,0.4,-3199.3122886169485
4,240,145,0.6,-3236.5684165718667
4,240,145,0.8,-3271.4879347515403
4,240,146,0.2,-3222.0889960257027
4,240,146,0.4,-3246.0362149503662
4,240,146,0.6,-3281.029438112967
4,240,146,0.8,-3314.890771291418
4,240,147,0.2,-3196.8851193590995
4,240,147,0.4,-3220.105396140887
4,240,147,0.6,-3253.458212139205
4,240,147,0.8,-3285.3930614694473
4,240,148,0.2,-3180.797719725936
4,240,148,0.4,-3203.7858005764165
4,240,148,0.6,-3238.2447199073677
4,240,148,0.8,-3271.8286724590657
4,240,149,0.2,-3138.169372586578
4,240,149,0.4,-3167.429011048527
4,240,149,0.6,-3204.523249742744
4,240,149,0.8,-3239.025913413824
4,240,150,0.2,-3163.6345811597903
4,240,150,0.4,-3189.5121975010634
4,240,150,0.6,-3224.777270818389
4,240,150,0.8,-3258.5319881676105
4,240,151,0.2,-3186.162742107638
4,240,151,0.4,-3210.2994984997504
4,240,151,0.6,-3245.4335080801065
4,240,151,0.8,-3278.9818687163397
4,240,152,0.2,-3158.573274947514
4,240,152,0.4,-3187.222431418457
4,240,152,0.6,-3224.378491220178
4,240,152,0.8,-3258.9627374402453
4,240,153,0.2,-3188.151884372439
4,240,153,0.4,-3209.1970420019748
4,240,153,0.6,-3243.991519928506
4,240,153,0.8,-3278.072189119396
4,240,154,0.2,-3237.347498003761
4,240,154,0.4,-3264.2516415723967
4,240,154,0.6,-3300.3019768486074
4,240,154,0.8,-3334.516601976801
4,240,155,0.2,-3215.4663164504964
4,240,155,0.4,-3237.1015170706473
4,240,155,0.6,-3271.4347988622367
4,240,155,0.8,-3304.846546966855
4,240,156,0.2,-3175.2652229936293
4,240,156,0.4,-3209.995618761534
4,240,156,0.6,-3251.726553292576
4,240,156,0.8,-3289.916347290599
4,240,157,0.2,-3217.4662026844535
4,240,157,0.4,-3241.978072554367
4,240,157,0.6,-3276.554553395432
4,240,157,0.8,-3309.6998273546515
4,240,158,0.2,-3143.283497856434
4,240,158,0.4,-3165.602368870183
4,240,158,0.6,-3199.4124837982317
4,240,158,0.8,-3232.2333498020753
4,240,159,0.2,-3183.139461972459
4,240,159,0.4,-3211.251320453687
4,240,159,0.6,-3248.8284343449495
4,240,159,0.8,-3284.130095142783
4,240,160,0.2,-3198.732526938401
4,240,160,0.4,-3222.3365668167835
4,240,160,0.6,-3257.1558452309064
4,240,160,0.8,-3290.4618164107665
4,240,161,0.2,-3155.7963640559747
4,240,161,0.4,-3174.5960520398003
4,240,161,0.6,-3206.4681916947256
4,240,161,0.8,-3237.826672738556
4,240,162,0.2,-3167.6377032041437
4,240,162,0.4,-3195.13164867502
4,240,162,0.6,-3232.123653722728
4,240,162,0.8,-3267.1728135961785
4,240,163,0.2,-3172.6469442035896
4,240,163,0.4,-3203.2974258062977
4,240,163,0.6,-3240.989361826075
4,240,163,0.8,-3275.630467567137
4,240,164,0.2,-3165.36744055457
4,240,164,0.4,-3192.6583414488823
4,240,164,0.6,-3228.6518957951835
4,240,164,0.8,-3262.633818494993
4,240,165,0.2,-3190.16391059543
4,240,165,0.4,-3215.742255434524
4,240,165,0.6,-3252.402672764092
4,240,165,0.8,-3287.3826816494693
4,240,166,0.2,-3148.249734796166
4,240,166,0.4,-3177.7104274771596
4,240,166,0.6,-3214.1961103375697
4,240,166,0.8,-3248.201068051828
4,240,167,0.2,-3115.9952202507548
4,240,167,0.4,-3146.475054204101
4,240,167,0.6,-3186.227890684052
4,240,167,0.8,-3223.128751154424
4,240,168,0.2,-3158.9682151881616
4,240,168,0.4,-3185.8914947878084
4,240,168,0.6,-3223.321881627952
4,240,168,0.8,-3258.5110936259784
4,240,169,0.2,-3206.3854847232624
4,240,169,0.4,-3238.7463105239694
4,240,169,0.6,-3277.1460418599445
4,240,169,0.8,-3312.5942833009585
4,240,170,0.2,-3159.812937805232
4,240,170,0.4,-3181.415925907452
4,240,170,0.6,-3216.73670440719
4,240,170,0.8,-3250.981428133792
4,240,171,0.2,-3183.0731330975113
4,240,171,0.4,-3209.319823641692
4,240,171,0.6,-3245.4538367979885
4,240,171,0.8,-3279.784385592905
4,240,172,0.2,-3187.469407000498
4,240,172,0.4,-3220.1688049871505
4,240,172,0.6,-3259.0644303610115
4,240,172,0.8,-3295.005576736655
4,240,173,0.2,-3172.103900960431
4,240,173,0.4,-3189.674396551577
4,240,173,0.6,-3220.6726536202195
4,240,173,0.8,-3251.5716990749925
4,240,174,0.2,-3200.2596013143484
4,240,174,0.4,-3228.6160420851675
4,240,174,0.6,-3264.7736969118473
4,240,174,0.8,-3298.704084986325
4,240,175,0.2,-3156.5468542331855
4,240,175,0.4,-3178.836329790952
4,240,175,0.6,-3212.3562819745193
4,240,175,0.8,-3244.8605959762435
4,240,176,0.2,-3175.363161719505
4,240,176,0.4,-3196.291217064805
4,240,176,0.6,-3229.7098342383906
4,240,176,0.8,-3262.4421804706863
4,240,177,0.2,-3183.678277086353
4,240,177,0.4,-3210.4642768290605
4,240,177,0.6,-3246.394391703506
4,240,177,0.8,-3280.319694263326
4,240,178,0.2,-3232.9237486243583
4,240,178,0.4,-3253.4222050977487
